ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location
6287 056 070817,6287,056,3717 MOUNT PLEASANT AVE,07/08/2017,Baltimore Highlands,Southeastern,2,"(39.29084846, -76.56635741)"
1707 029 070817,1707,029,2313 E FAYETTE ST,07/08/2017,Patterson Place,Southeastern,1,"(39.29412059, -76.58433692)"
7445 070 070917,7445,070,2813 INDIANA ST,07/09/2017,Westport,Southern,10,"(39.26098151, -76.63432968)"
5902 034 070917,5902,034,3201 LAKE AVE,07/09/2017,Belair-Edison,Notheastern,13,"(39.32164327, -76.57045717)"
5686 016 070917,5686,016,3514 MARY AVE,07/09/2017,Glenham-Belhar,Notheastern,3,"(39.35091365, -76.54938201)"
4108 052 070917,4108,052,2642 KENNEDY AVE,07/09/2017,Coldstream Homestead Montebello,Notheastern,14,"(39.32109378, -76.59661615)"
1686 021 070917,1686,021,216 N CHESTER ST,07/09/2017,CARE,Eastern,13,"(39.29482209, -76.58788505)"
1611 036 070917,1611,036,800 N KENWOOD AVE,07/09/2017,Madison-Eastend,Eastern,13,"(39.30017108, -76.57837942)"
1576 007J 070917,1576,007J,2820 E CHASE ST,07/09/2017,Biddle Street,Eastern,13,"(39.30406371, -76.57770534)"
1537 048 070917,1537,048,2403 E PRESTON ST,07/09/2017,Broadway East,Eastern,13,"(39.3055769, -76.58393218)"
1118 009 070917,1118,009,1617 N BOND ST,07/09/2017,Oliver,Eastern,12,"(39.30891223, -76.59661141)"
1109 041 070917,1109,041,1706 N BROADWAY ,07/09/2017,Oliver,Eastern,12,"(39.30980588, -76.59538523)"
1611 066 071017,1611,066,813 N BELNORD AVE,07/10/2017,Madison-Eastend,Eastern,13,"(39.3005674, -76.57868192)"
1516 014 071017,1516,014,1350 N WASHINGTON ST,07/10/2017,Broadway East,Eastern,13,"(39.30647606, -76.59031819)"
1479 058 071017,1479,058,1904 E OLIVER ST,07/10/2017,Broadway East,Eastern,12,"(39.30781741, -76.59094315)"
1138 107 071017,1138,107,1410 N BETHEL ST,07/10/2017,Oliver,Eastern,12,"(39.3067228, -76.59618397)"
1108 078 071017,1108,078,1719 N DALLAS ST,07/10/2017,Oliver,Eastern,12,"(39.3101129, -76.5974866)"
1108 064 071017,1108,064,1708 N DALLAS ST,07/10/2017,Oliver,Eastern,12,"(39.30992972, -76.59776696)"
0452 079 071017,0452,079,806 EDMONDSON AVE,07/10/2017,Upton,Central,11,"(39.29634998, -76.6313182)"
0217 064 071017,0217,064,9 S CARLTON ST,07/10/2017,Hollins Market,Southern,9,"(39.28819815, -76.63584626)"
5181 001 071117,5181,001,5009 ALHAMBRA AVE,07/11/2017,Winston-Govans,Northern,4,"(39.3492551, -76.6055359)"
1265A002 071117,1265A,002,220 N GAY ST,07/11/2017,Penn-Fallsway,Eastern,12,"(39.29311512, -76.60857999)"
4609 045 071217,4609,045,3613 MANCHESTER AVE,07/12/2017,Central Park Heights,Northwestern,6,"(39.34351438, -76.67570131)"
2169 020 071217,2169,020,2732 W FAIRMOUNT AVE,07/12/2017,Shipley Hill,Southwestern,9,"(39.28862947, -76.66042852)"
1111 067 071217,1111,067,408 PITMAN PL,07/12/2017,Greenmount West,Eastern,12,"(39.30858766, -76.61042049)"
0019 068G 071217,0019,068G,1530 N MONROE ST,07/12/2017,Easterwood,Western,7,"(39.30601235, -76.64820435)"
6314 048 071317,6314,048,414 S CONKLING ST,07/13/2017,Highlandtown,Southeastern,1,"(39.28715713, -76.56758176)"
5150 001 071317,5150,001,5517 READY AVE,07/13/2017,Mid-Govans,Northern,4,"(39.35716298, -76.60784761)"
4041 049 071317,4041,049,649 BARTLETT AVE,07/13/2017,East Baltimore Midway,Eastern,12,"(39.31627216, -76.60686677)"
2548 019 071317,2548,019,4200 CONNECTICUT AVE,07/13/2017,Irvington,Southwestern,8,"(39.28450129, -76.68555004)"
2503 019 071317,2503,019,734 N EDGEWOOD ST,07/13/2017,Edgewood,Southwestern,8,"(39.29619878, -76.67471088)"
2486 017 071317,2486,017,3605 HARLEM AVE,07/13/2017,Edgewood,Southwestern,8,"(39.29503338, -76.67787299)"
1694 008 071317,1694,008,215 N KENWOOD AVE,07/13/2017,McElderry Park,Southeastern,13,"(39.2953037, -76.57755718)"
1677 070 071317,1677,070,413 N CURLEY ST,07/13/2017,Ellwood Park/Monument,Southeastern,13,"(39.29620173, -76.57555892)"
1644 001 071317,1644,001,601 N KENWOOD AVE,07/13/2017,McElderry Park,Southeastern,13,"(39.29802514, -76.57774535)"
1162 018 071317,1162,018,1413 E PRESTON ST,07/13/2017,Oliver,Eastern,12,"(39.30501086, -76.59912949)"
0858 057 071317,0858,057,803 SCOTT ST,07/13/2017,Washington Village/Pigtown,Southern,10,"(39.28106464, -76.62848792)"
0249 082 071317,0249,082,108 S STOCKTON ST,07/13/2017,Hollins Market,Southern,9,"(39.28616688, -76.63744513)"
0242 057 071317,0242,057,1915 W LOMBARD ST,07/13/2017,Carrollton Ridge,Southern,9,"(39.28594485, -76.64746454)"
0212 024 071317,0212,024,1621 FREDERICK AVE,07/13/2017,Union Square,Southern,9,"(39.28785468, -76.64312543)"
0059 022 071317,0059,022,1807 RIGGS AVE,07/13/2017,Sandtown-Winchester,Western,9,"(39.30073364, -76.6466251)"
4079 003B 071417,4079,003B,712 HOMESTEAD ST,07/14/2017,Better Waverly,Northern,14,"(39.32654255, -76.60621388)"
2336 027 071417,2336,027,1324 N BENTALOU ST,07/14/2017,Bridgeview/Greenlawn,Western,9,"(39.30351412, -76.65403118)"
2136 031 071417,2136,031,531 BRUNSWICK ST,07/14/2017,Millhill,Southwestern,9,"(39.27845879, -76.65865268)"
1924C048 071417,1924C,048,533 E GITTINGS ST,07/14/2017,Riverside,Southern,11,"(39.27441315, -76.60580216)"
1675 063 071417,1675,063,2710 ORLEANS ST,07/14/2017,McElderry Park,Southeastern,13,"(39.29595452, -76.57847328)"
1277 034 071417,1277,034,566 OLDTOWN MALL,07/14/2017,Oldtown,Eastern,12,"(39.29738824, -76.60280997)"
0116 035 071417,0116,035,925 HARLEM AVE,07/14/2017,Harlem Park,Western,9,"(39.29662353, -76.63408897)"
7644 084 071617,7644,084,924 BRIDGEVIEW ROAD,07/16/2017,Cherry Hill,Southern,10,"(39.24636946, -76.62615716)"
7201 017 071617,7201,017,1509 ELMTREE ST,07/16/2017,Curtis Bay,Southern,10,"(39.22423801, -76.58935284)"
1867 041 071617,1867,041,821 S LAKEWOOD AVE,07/16/2017,Canton,Southeastern,1,"(39.28246683, -76.57815598)"
1658 075 071617,1658,075,529 N BELNORD AVE,07/16/2017,McElderry Park,Southeastern,13,"(39.29767305, -76.57849481)"
2275 053 071717,2275,053,351 GWYNN AVE,07/17/2017,Allendale,Southwestern,8,"(39.2916732, -76.67346648)"
1102 051 071717,1102,051,1828 N BROADWAY ,07/17/2017,Oliver,Eastern,12,"(39.31144476, -76.59547332)"
2483 018 071817,2483,018,604 N HILTON ST,07/18/2017,Edgewood,Southwestern,8,"(39.29439908, -76.67302067)"
2717 007 071917,2717,007,4012 BOARMAN AVE,07/19/2017,Dorchester,Northwestern,6,"(39.33440804, -76.68497619)"
2525 028 071917,2525,028,3932 FLOWERTON ROAD,07/19/2017,Edmondson Village,Southwestern,8,"(39.29877211, -76.68306295)"
2447 002 071917,2447,002,1057 ELLICOTT DRIVEWAY ,07/19/2017,Franklintown Road,Southwestern,9,"(39.29978506, -76.66871498)"
0175 102 071917,0175,102,2104 W FAYETTE ST,07/19/2017,Penrose/Fayette Street Outreach,Western,9,"(39.28954528, -76.65039528)"
6072D003 072017,6072D,003,5812 WAYCROSS ROAD,07/20/2017,Cedonia,Notheastern,2,"(39.33280666, -76.53402961)"
4011B020 072017,4011B,020,2016 ROBB ST,07/20/2017,East Baltimore Midway,Eastern,12,"(39.31346077, -76.60341079)"
3350I043 072017,3350I,043,2537 LOYOLA NORTHWAY ,07/20/2017,Greenspring,Northern,6,"(39.33922696, -76.66160352)"
2154 002I 072017,2154,002I,2343 W LEXINGTON ST,07/20/2017,Penrose/Fayette Street Outreach,Western,9,"(39.29007978, -76.65423909)"
0146 029 072017,0146,029,2020 W SARATOGA ST,07/20/2017,Penrose/Fayette Street Outreach,Western,9,"(39.29209589, -76.64964052)"
4585 002 072117,4585,002,3102 W GARRISON AVE,07/21/2017,Central Park Heights,Northwestern,6,"(39.34814224, -76.67270497)"
3935 006 072117,3935,006,2816 HARFORD ROAD,07/21/2017,Coldstream Homestead Montebello,Notheastern,14,"(39.32181287, -76.59048544)"
2513 013 072117,2513,013,3924 CRANSTON AVE,07/21/2017,Edmondson Village,Southwestern,8,"(39.29657314, -76.68246367)"
2507A033 072117,2507A,033,734 MOUNT HOLLY ST,07/21/2017,Edmondson Village,Southwestern,8,"(39.29634109, -76.68016114)"
1750 053 072117,1750,053,110 S POTOMAC ST,07/21/2017,Patterson Park Neighborhood,Southeastern,1,"(39.29082515, -76.57492478)"
0388 018 072117,0388,018,27 W NORTH AVE,07/21/2017,Charles North,Central,12,"(39.31069006, -76.61750697)"
0387 018 072117,0387,018,101 W NORTH AVE,07/21/2017,Charles North,Central,12,"(39.31058185, -76.61808548)"
0152 007 072117,0152,007,313 N STRICKER ST,07/21/2017,Franklin Square,Western,9,"(39.29250664, -76.64089993)"
1553 079 072217,1553,079,2217 HENNEMAN AVE,07/22/2017,Middle East,Eastern,13,"(39.3039484, -76.5862416)"
6166 037 072317,6166,037,417 N HIGHLAND AVE,07/23/2017,Ellwood Park/Monument,Southeastern,13,"(39.29687242, -76.5694292)"
4163B035 072317,4163B,035,1773 DARLEY AVE,07/23/2017,Darley Park,Eastern,12,"(39.31458964, -76.59202641)"
2393 022 072317,2393,022,2740 RIGGS AVE,07/23/2017,Winchester,Southwestern,9,"(39.30059508, -76.66293971)"
1607 080 072317,1607,080,824 N BRADFORD ST,07/23/2017,Milton-Montford,Eastern,13,"(39.30054054, -76.58468917)"
1556 011 072317,1556,011,1121 N MILTON AVE,07/23/2017,Biddle Street,Eastern,13,"(39.30418053, -76.58234194)"
1157 019 072317,1157,019,936 E BIDDLE ST,07/23/2017,Johnston Square,Eastern,12,"(39.30412687, -76.60386006)"
8212 015 072417,8212,015,4008 N ROGERS AVE,07/24/2017,Grove Park,Northwestern,5,"(39.33851991, -76.69996525)"
7184 009 072417,7184,009,1610 CEREAL ST,07/24/2017,Curtis Bay,Southern,10,"(39.22185394, -76.58740619)"
4010I015 072417,4010I,015,2304 AISQUITH ST,07/24/2017,East Baltimore Midway,Eastern,12,"(39.31592484, -76.59991403)"
3350D051 072417,3350D,051,2911 EDGECOMBE CIRCLE SOUTH ,07/24/2017,Parklane,Northern,6,"(39.34211117, -76.663703)"
3326 042 072417,3326,042,3429 REISTERSTOWN ROAD,07/24/2017,Park Circle,Northwestern,6,"(39.32745272, -76.65869031)"
2174A075 072417,2174A,075,141 S CATHERINE ST,07/24/2017,Shipley Hill,Southwestern,9,"(39.28473594, -76.65561302)"
0164 074 072417,0164,074,245 N BRUCE ST,07/24/2017,Franklin Square,Western,9,"(39.29166937, -76.64448415)"
2252 005 072617,2252,005,3808 OLD FREDERICK ROAD,07/26/2017,Saint Josephs,Southwestern,8,"(39.28422202, -76.67983285)"
0414 043 072617,0414,043,1332 DIVISION ST,07/26/2017,Upton,Central,11,"(39.30152381, -76.6304201)"
5915 004 072717,5915,004,3107 CHESTERFIELD AVE,07/27/2017,Belair-Edison,Notheastern,13,"(39.32347831, -76.56834375)"
4179P022 072717,4179P,022,3743 LYNDALE AVE,07/27/2017,Belair-Edison,Notheastern,13,"(39.31671817, -76.56572117)"
2183A015 072717,2183A,015,304 STINSON ST,07/27/2017,Shipley Hill,Southwestern,9,"(39.28381712, -76.65893079)"
2183A013 072717,2183A,013,308 STINSON ST,07/27/2017,Shipley Hill,Southwestern,9,"(39.28373558, -76.65890613)"
2183A011 072717,2183A,011,300 STINSON ST,07/27/2017,Shipley Hill,Southwestern,9,"(39.28366903, -76.65933381)"
2183A010 072717,2183A,010,320 STINSON ST,07/27/2017,Shipley Hill,Southwestern,9,"(39.28341313, -76.65905591)"
0801 043 072717,0801,043,1167 NANTICOKE ST,07/27/2017,Washington Village/Pigtown,Southern,10,"(39.28008957, -76.63145903)"
0430 072 072717,0430,072,1136 MYRTLE AVE,07/27/2017,Upton,Central,11,"(39.29753471, -76.63115695)"
0280 087 072717,0280,087,317 S NORRIS ST,07/27/2017,New Southwest/Mount Clare,Southern,9,"(39.28388552, -76.63982382)"
0280 038 072717,0280,038,1422 RAMSAY ST,07/27/2017,New Southwest/Mount Clare,Southern,9,"(39.28351383, -76.6401969)"
5960A010 072817,5960A,010,4815 PLEASANT VIEW AVE,07/28/2017,Frankford,Notheastern,2,"(39.3282852, -76.54854614)"
4747A032 072817,4747A,032,2863 W GARRISON AVE,07/28/2017,Cylburn,Northern,6,"(39.34944452, -76.66867761)"
4179C001 072817,4179C,001,3501 ELMLEY AVE,07/28/2017,Belair-Edison,Notheastern,13,"(39.31704053, -76.57225067)"
4179B069 072817,4179B,069,2915 EDISON HWY,07/28/2017,Belair-Edison,Notheastern,13,"(39.31776922, -76.57232632)"
1737 050 073017,1737,050,31 S WASHINGTON ST,07/30/2017,Butcher's Hill,Southeastern,13,"(39.29103851, -76.58882518)"
1643 074 073017,1643,074,631 N BELNORD AVE,07/30/2017,McElderry Park,Southeastern,13,"(39.29855388, -76.57854922)"
1622 006 073017,1622,006,728 N PATTERSON PARK AVE,07/30/2017,Middle East,Eastern,13,"(39.29932341, -76.5854308)"
1479 028 073017,1479,028,1925 E FEDERAL ST,07/30/2017,Broadway East,Eastern,12,"(39.3085162, -76.59062821)"
2418 009 073117,2418,009,2817 PRESBURY ST,07/31/2017,Northwest Community Action,Southwestern,7,"(39.30705123, -76.66445274)"
2418 008 073117,2418,008,2819 PRESBURY ST,07/31/2017,Northwest Community Action,Southwestern,7,"(39.30705399, -76.66450994)"
6984 004 080117,6984,004,6524 CLEVELAND AVE,08/01/2017,Saint Helena,Southeastern,1,"(39.26178932, -76.5305766)"
3942A022 080117,3942A,022,1906 E 29TH ST,08/01/2017,Coldstream Homestead Montebello,Notheastern,14,"(39.32483375, -76.5884562)"
3846 015 080117,3846,015,428 E 28TH ST,08/01/2017,Harwood,Northern,12,"(39.32236878, -76.6102391)"
1611 001 080117,1611,001,801 N LAKEWOOD AVE,08/01/2017,Madison-Eastend,Eastern,13,"(39.3001333, -76.57930199)"
1487 008 080117,1487,008,2614 E OLIVER ST,08/01/2017,Berea,Eastern,13,"(39.30821328, -76.58097175)"
1456 045 080117,1456,045,1722 RUTLAND AVE,08/01/2017,Broadway East,Eastern,12,"(39.31038696, -76.59318233)"
0216 048 080117,0216,048,23 S CAREY ST,08/01/2017,Hollins Market,Southern,9,"(39.28783741, -76.63784543)"
3341 015 080217,3341,015,3829 PARK HEIGHTS AVE,08/02/2017,Greenspring,Northern,6,"(39.33301864, -76.66103224)"
0626 026 080217,0626,026,,08/02/2017,Poppleton,Western,11,"(39.28929887, -76.62864465)"
8307 017 080317,8307,017,5013 GWYNN OAK AVE,08/03/2017,Howard Park,Northwestern,8,"(39.3301087, -76.70015129)"
2443B011 080317,2443B,011,2920 ELLICOTT DRIVEWAY ,08/03/2017,Winchester,Southwestern,9,"(39.30224829, -76.66644838)"
2230K025 080317,2230K,025,20 S BERNICE AVE,08/03/2017,Carroll-South Hilton,Southwestern,9,"(39.28526934, -76.66989107)"
4609 047 080417,4609,047,3617 MANCHESTER AVE,08/04/2017,Central Park Heights,Northwestern,6,"(39.34342354, -76.67573569)"
3350J056 080417,3350J,056,2508 LOYOLA NORTHWAY ,08/04/2017,Greenspring,Northern,6,"(39.34014182, -76.66074971)"
3004 041 080417,3004,041,2943 WALBROOK AVE,08/04/2017,Walbrook,Southwestern,7,"(39.30997586, -76.66702749)"
2377A050 080417,2377A,050,2840 HARLEM AVE,08/04/2017,Mosher,Western,9,"(39.29567014, -76.66406162)"
0096 085 080417,0096,085,1827 RAYNER AVE,08/04/2017,Harlem Park,Western,9,"(39.29682925, -76.6469342)"
7137 001 080617,7137,001,4201 DORIS AVE,08/06/2017,Brooklyn,Southern,10,"(39.22869439, -76.60442525)"
4626A070 080617,4626A,070,4662 PIMLICO ROAD,08/06/2017,Central Park Heights,Northwestern,6,"(39.34443034, -76.66844286)"
4178C017 080617,4178C,017,3232 RAVENWOOD AVE,08/06/2017,Four By Four,Notheastern,13,"(39.31547491, -76.57745776)"
3100E018 080617,3100E,018,3134 SEQUOIA AVE,08/06/2017,East Arlington,Northwestern,7,"(39.32839271, -76.6665682)"
1658 080 080617,1658,080,519 N BELNORD AVE,08/06/2017,McElderry Park,Southeastern,13,"(39.29750187, -76.57848448)"
1573 031 080617,1573,031,2513 E CHASE ST,08/06/2017,Biddle Street,Eastern,13,"(39.30353699, -76.58174293)"
1169 053 080617,1169,053,1113 GREENMOUNT AVE,08/06/2017,Johnston Square,Eastern,12,"(39.30322012, -76.60752633)"
1107 028 080617,1107,028,1728 N CAROLINE ST,08/06/2017,Oliver,Eastern,12,"(39.31035125, -76.59863589)"
0696 058 080617,0696,058,507 S BENTALOU ST,08/06/2017,Carrollton Ridge,Southwestern,9,"(39.28131308, -76.65219815)"
0696 048 080617,0696,048,527 S BENTALOU ST,08/06/2017,Carrollton Ridge,Southwestern,9,"(39.2808626, -76.65194848)"
0074 027 080617,0074,027,934 N GILMOR ST,08/06/2017,Sandtown-Winchester,Western,9,"(39.29969704, -76.64324911)"
0021 075 080617,0021,075,1710 PRESSTMAN ST,08/06/2017,Sandtown-Winchester,Western,7,"(39.30553542, -76.64512031)"
0010 010 080617,0010,010,1720 N CALHOUN ST,08/06/2017,Sandtown-Winchester,Western,7,"(39.30832648, -76.64425597)"
0005 048 080617,0005,048,1612 WESTWOOD AVE,08/06/2017,Sandtown-Winchester,Western,7,"(39.30942566, -76.64407735)"
7872A003 080817,7872A,003,2305 WASHINGTON BLVD,08/08/2017,Morrell Park,Southwestern,10,"(39.26944468, -76.64891661)"
3185A017 080817,3185A,017,2819 BOARMAN AVE,08/08/2017,Towanda-Grantley,Northwestern,6,"(39.33753277, -76.66821989)"
1646 051 080817,1646,051,627 N DECKER AVE,08/08/2017,Ellwood Park/Monument,Southeastern,13,"(39.29883497, -76.57427464)"
7492C454 080917,7492C,454,2451 HARRIET AVE,08/09/2017,Lakeland,Southern,10,"(39.25591122, -76.6504828)"
4131 029C 080917,4131,029C,1545 CARSWELL ST,08/09/2017,Coldstream Homestead Montebello,Notheastern,14,"(39.32254459, -76.59572332)"
2183A014 080917,2183A,014,306 STINSON ST,08/09/2017,Shipley Hill,Southwestern,9,"(39.28377301, -76.65891745)"
0012 029 080917,0012,029,1630 APPLETON ST,08/09/2017,Easterwood,Western,7,"(39.30725339, -76.64913999)"
4552 044 081017,4552,044,3410 W BELVEDERE AVE,08/10/2017,Arlington,Northwestern,5,"(39.34762564, -76.67868173)"
4536A107 081017,4536A,107,5344 MAPLE AVE,08/10/2017,Pimlico Good Neighbors,Northwestern,5,"(39.35188805, -76.67846273)"
2717 003 081017,2717,003,4004 BOARMAN AVE,08/10/2017,Dorchester,Northwestern,6,"(39.33442569, -76.6846115)"
2178 052 081017,2178,052,2602 FREDERICK AVE,08/10/2017,Shipley Hill,Southwestern,9,"(39.28257017, -76.65753376)"
1540 091 081017,1540,091,2736 MURA ST,08/10/2017,Berea,Eastern,13,"(39.30557378, -76.57882531)"
1459 065 081017,1459,065,1722 N CASTLE ST,08/10/2017,Broadway East,Eastern,12,"(39.31050696, -76.58959609)"
0276 015 081017,0276,015,309 S FULTON AVE,08/10/2017,New Southwest/Mount Clare,Southern,9,"(39.28406412, -76.64473089)"
5099 003 081117,5099,003,5804 YORK ROAD,08/11/2017,Rosebank,Northern,4,"(39.36078517, -76.61041533)"
4109 016E 081117,4109,016E,1413 MONTPELIER ST,08/11/2017,Coldstream Homestead Montebello,Notheastern,14,"(39.32234814, -76.59968771)"
4071 004 081117,4071,004,2707 GREENMOUNT AVE,08/11/2017,Better Waverly,Northern,14,"(39.3211226, -76.60919761)"
4056 005 081117,4056,005,608 E 35TH ST,08/11/2017,Waverly,Northern,14,"(39.33106755, -76.60778893)"
3957 010 081117,3957,010,1718 E 30TH ST,08/11/2017,Coldstream Homestead Montebello,Notheastern,14,"(39.32555813, -76.59136341)"
3954 030 081117,3954,030,1731 E 30TH ST,08/11/2017,Coldstream Homestead Montebello,Notheastern,14,"(39.32513341, -76.59101426)"
3941B021 081117,3941B,021,3102 HARFORD ROAD,08/11/2017,Coldstream Homestead Montebello,Notheastern,14,"(39.32625392, -76.58568247)"
3903 055 081117,3903,055,536 WYANOKE AVE,08/11/2017,Pen Lucy,Northern,4,"(39.33749138, -76.60800353)"
3836A099 081117,3836A,099,2639 BARCLAY ST,08/11/2017,Harwood,Northern,12,"(39.32077545, -76.6108757)"
2127 004 081117,2127,004,3113 STAFFORD ST,08/11/2017,Gwynns Falls,Southwestern,10,"(39.27894368, -76.6686602)"
1543 025 081117,1543,025,1234 N DECKER AVE,08/11/2017,Berea,Eastern,13,"(39.30587553, -76.57514723)"
1111 030 081117,1111,030,458 E FEDERAL ST,08/11/2017,Greenmount West,Eastern,12,"(39.30813785, -76.60924532)"
4168 019 081317,4168,019,2009 CLIFTWOOD AVE,08/13/2017,South Clifton Park,Eastern,12,"(39.31339387, -76.589763)"
3063 001A 081317,3063,001A,2503 GARRISON BLVD,08/13/2017,Hanlon-Longwood,Northwestern,7,"(39.31639753, -76.67653758)"
2908 020 081317,2908,020,3614 FAIRVIEW AVE,08/13/2017,Forest Park,Northwestern,6,"(39.32349295, -76.67910758)"
2448 013 081317,2448,013,1156 N LONGWOOD ST,08/13/2017,Winchester,Southwestern,9,"(39.30125683, -76.6675856)"
2393 062 081317,2393,062,2707 WINCHESTER ST,08/13/2017,Winchester,Southwestern,9,"(39.30122785, -76.66206021)"
2393 039 081317,2393,039,2753 WINCHESTER ST,08/13/2017,Winchester,Southwestern,9,"(39.30118462, -76.66328464)"
2385 064 081317,2385,064,2839 W LAFAYETTE AVE,08/13/2017,Mosher,Western,9,"(39.29785206, -76.66390855)"
2360 005 081317,2360,005,2408 ARUNAH AVE,08/13/2017,Evergreen Lawn,Western,9,"(39.29575425, -76.65535098)"
1658 056 081317,1658,056,504 N BELNORD AVE,08/13/2017,McElderry Park,Southeastern,13,"(39.29724677, -76.57884315)"
1536 006 081317,1536,006,2311 E PRESTON ST,08/13/2017,Broadway East,Eastern,13,"(39.30556043, -76.5846945)"
1144 046 081317,1144,046,1304 ENSOR ST,08/13/2017,Johnston Square,Eastern,12,"(39.30535139, -76.60390859)"
1138 110 081317,1138,110,1416 N BETHEL ST,08/13/2017,Oliver,Eastern,12,"(39.30681666, -76.59618955)"
5170 005 081417,5170,005,910 BEAUMONT AVE,08/14/2017,Kenilworth Park,Northern,4,"(39.35123138, -76.60177888)"
4114E047 081417,4114E,047,2632 ROBB ST,08/14/2017,Coldstream Homestead Montebello,Notheastern,14,"(39.32013991, -76.59672568)"
2505A053 081417,2505A,053,3604 EVERSLEY ST,08/14/2017,Edgewood,Southwestern,8,"(39.29600583, -76.67763537)"
0340 041 081417,0340,041,1703 DRUID HILL AVE,08/14/2017,Upton,Central,11,"(39.30536623, -76.63241131)"
3168 012 081517,3168,012,2805 NORFOLK AVE,08/15/2017,Park Circle,Northwestern,6,"(39.32781046, -76.6602788)"
3085 102 081517,3085,102,2212 BRADDISH AVE,08/15/2017,Panway/Braddish Avenue,Western,7,"(39.31290161, -76.66167486)"
3013 055 081517,3013,055,2920 WALBROOK AVE,08/15/2017,Walbrook,Southwestern,7,"(39.31048809, -76.66692642)"
2377D002 081517,2377D,002,2630 EDMONDSON AVE,08/15/2017,Mosher,Western,9,"(39.29482868, -76.66033216)"
2365 021 081517,2365,021,2540 W LAFAYETTE AVE,08/15/2017,Bridgeview/Greenlawn,Western,9,"(39.29864152, -76.65775031)"
2361 021 081517,2361,021,2440 EDMONDSON AVE,08/15/2017,Rosemont Homeowners/Tenants,Western,9,"(39.29499752, -76.6560835)"
2351 017 081517,2351,017,930 N BENTALOU ST,08/15/2017,Bridgeview/Greenlawn,Western,9,"(39.29931582, -76.65376484)"
2332D025 081517,2332D,025,2933 PRESSTMAN ST,08/15/2017,Rosemont,Southwestern,9,"(39.30432673, -76.66705295)"
